trip_id,driver_id,profile_type,depart,from_edge,to_edge,vehicle_type
driver_0960_trip_002,driver_0960,taxi,56280,536906827#1,-427774900#0,taxi
driver_0672_trip_002,driver_0672,freelancer,56340,-206608466#10,544809832#2,private_car
driver_0732_trip_002,driver_0732,taxi,56400,457176636,-742778602#0,taxi
driver_0800_trip_002,driver_0800,freelancer,56400,550008867#6,585911372#2,private_car
driver_0308_trip_002,driver_0308,freelancer,56460,-188248177#1,440044936,private_car
driver_0844_trip_002,driver_0844,freelancer,56460,-1304889164,585911372#2,private_car
driver_0224_trip_002,driver_0224,taxi,56520,402932403#2,1373650660#0,taxi
driver_0451_trip_002,driver_0451,freelancer,56520,188248177#1,29165238#4,private_car
driver_0182_trip_002,driver_0182,taxi,56580,526242004#2,441215233#2,taxi
driver_0982_trip_002,driver_0982,freelancer,56580,550008867#1,646373239#0,private_car
driver_0139_trip_002,driver_0139,freelancer,56640,450175545,603954443#0,private_car
driver_0566_trip_002,driver_0566,freelancer,56700,29142233#4,1469057476#0,private_car
driver_0794_trip_002,driver_0794,freelancer,56700,541821721#1,1416525358#0,private_car
driver_0039_trip_002,driver_0039,freelancer,56760,520107251#1,-199898702,private_car
driver_0908_trip_002,driver_0908,taxi,56760,228124192#2,451515434#2,taxi
driver_0831_trip_002,driver_0831,freelancer,56820,444418076#3,444018067,private_car
driver_0605_trip_002,driver_0605,taxi,56880,243319591#2,1022170339,taxi
driver_0863_trip_002,driver_0863,taxi,56880,440897028#1,428012640,taxi
driver_0968_trip_002,driver_0968,freelancer,56940,453040323,-605357670#3,private_car
driver_0824_trip_002,driver_0824,freelancer,57060,576645473,-27336730#8,private_car
driver_0029_trip_002,driver_0029,freelancer,57120,541821720#3,511478558#2,private_car
driver_0381_trip_002,driver_0381,taxi,57120,428012644#2,427564712#1,taxi
driver_0843_trip_002,driver_0843,taxi,57120,444018069#1,-834929374#0,taxi
driver_0956_trip_002,driver_0956,freelancer,57120,-860062299#0,897550986,private_car
driver_0665_trip_002,driver_0665,freelancer,57360,1157862092#0,1445405481,private_car
driver_0667_trip_002,driver_0667,freelancer,57360,-29142233#1,1373650660#0,private_car
driver_0261_trip_002,driver_0261,freelancer,57420,442085400#0,-427564711#0,private_car
driver_0335_trip_002,driver_0335,freelancer,57420,299795207,1443971168#1,private_car
driver_0449_trip_002,driver_0449,freelancer,57420,29142233#4,706685590#2,private_car
driver_0309_trip_002,driver_0309,freelancer,57480,440771230#1,27336730#6,private_car
driver_0321_trip_002,driver_0321,freelancer,57600,440769440#1,-444418076#1,private_car
driver_0793_trip_002,driver_0793,freelancer,57600,995559511,-544809834#1,private_car
driver_0271_trip_002,driver_0271,freelancer,57660,334124304#1,443987648#2,private_car
driver_0031_trip_002,driver_0031,freelancer,57720,448790073#1,441215231#1,private_car
driver_0480_trip_002,driver_0480,freelancer,57720,-706690146#0,199898702,private_car
driver_0457_trip_002,driver_0457,freelancer,57780,440897382#4-AddedOnRampEdge,538306201#2,private_car
driver_0111_trip_002,driver_0111,freelancer,57840,443987645#2,444418081#0,private_car
driver_0303_trip_002,driver_0303,freelancer,57840,526242005#2,466643174#0,private_car
driver_0591_trip_002,driver_0591,freelancer,57840,897147337,-29140969#7,private_car
driver_0872_trip_002,driver_0872,freelancer,57840,587667683#1,742778602#1,private_car
driver_0300_trip_002,driver_0300,freelancer,57900,427774900#2,-297891659#1,private_car
driver_0513_trip_002,driver_0513,freelancer,57900,860062299#0,481045543#6,private_car
driver_0346_trip_002,driver_0346,freelancer,58020,771832533#0,697670358#1,private_car
driver_0066_trip_002,driver_0066,freelancer,58080,440881629,-27336730#7,private_car
driver_0129_trip_002,driver_0129,freelancer,58080,443987645#0,-427564710#7,private_car
driver_0196_trip_002,driver_0196,freelancer,58260,-184740438#1,444428465#0-AddedOnRampEdge,private_car
driver_0037_trip_002,driver_0037,freelancer,58320,771832533#0,428012637,private_car
driver_0380_trip_002,driver_0380,freelancer,58380,-544809834#1,453040322,private_car
driver_0411_trip_002,driver_0411,freelancer,58380,442084727#2,443987645#2,private_car
driver_0596_trip_002,driver_0596,freelancer,58440,481045531#2,585606274,private_car
driver_0338_trip_002,driver_0338,freelancer,58500,-80912582#1,232602663#0,private_car
driver_0187_trip_002,driver_0187,freelancer,58560,-734144753#1,448280093,private_car
driver_0594_trip_002,driver_0594,freelancer,58800,1445405481,1416525357,private_car
driver_0950_trip_002,driver_0950,freelancer,58800,-428012637,233932478-AddedOffRampEdge,private_car
driver_0438_trip_002,driver_0438,freelancer,58920,444014977#3,1157862092#1,private_car
driver_0165_trip_002,driver_0165,freelancer,59100,194344105#1,832418849#1,private_car
driver_0262_trip_002,driver_0262,freelancer,59220,-428012640,605357670#0,private_car
driver_0084_trip_002,driver_0084,freelancer,59280,243319591#1,428012644#2,private_car
driver_0747_trip_002,driver_0747,freelancer,59280,448314188,511478558#0,private_car
driver_0336_trip_002,driver_0336,freelancer,59340,693765746,-27336730#6,private_car
driver_0851_trip_002,driver_0851,freelancer,59340,29118096,450175546#2,private_car
driver_0083_trip_002,driver_0083,student,59400,-184739533#2,511478558#4,private_car
driver_0311_trip_002,driver_0311,freelancer,59400,481045532#6,444126143,private_car
driver_0943_trip_002,driver_0943,freelancer,59400,-428012644#0,184739533#4,private_car
driver_0123_trip_002,driver_0123,freelancer,59520,442084736,448790076,private_car
driver_0001_trip_002,driver_0001,student,59580,80912585#1,605357670#3,private_car
driver_0585_trip_002,driver_0585,freelancer,59640,443987645#0,-444418076#1,private_car
driver_0870_trip_002,driver_0870,student,59700,233932483-AddedOffRampEdge,1469057476#0,private_car
driver_0030_trip_002,driver_0030,student,59760,449880708#3-AddedOnRampEdge,-742778602#1,private_car
driver_0021_trip_002,driver_0021,freelancer,59880,446148167,1462151557-AddedOffRampEdge,private_car
driver_0122_trip_002,driver_0122,student,59880,644683746#0,453294516#4,private_car
driver_0658_trip_002,driver_0658,student,59880,428712171#1,-427564710#6,private_car
driver_0786_trip_002,driver_0786,freelancer,59880,440897382#4,542860215#3,private_car
driver_0655_trip_002,driver_0655,freelancer,59940,-427774912,605357670#1,private_car
driver_0774_trip_002,driver_0774,student,59940,442014417#1,-585911372#2,private_car
driver_0203_trip_002,driver_0203,freelancer,60000,444018069#1,451515434#3,private_car
driver_0405_trip_002,driver_0405,freelancer,60000,481045531#3,1445405482,private_car
driver_0860_trip_002,driver_0860,student,60000,624728713#1,742778601#1,private_car
driver_0910_trip_002,driver_0910,student,60000,550008871#6,-441215231#1,private_car
driver_0100_trip_002,driver_0100,freelancer,60060,550008867#7,453033846#4,private_car
driver_0394_trip_002,driver_0394,student,60060,-440781330#3,454632165#0,private_car
driver_0570_trip_002,driver_0570,freelancer,60120,-860062300,-481045543#6,private_car
driver_0661_trip_002,driver_0661,student,60120,460894516#0,646373239#1,private_car
driver_0866_trip_002,driver_0866,freelancer,60120,-860062299#1,734144753#1,private_car
driver_0118_trip_002,driver_0118,student,60180,102826691#1-AddedOnRampEdge,-188248177#0,private_car
driver_0172_trip_002,driver_0172,student,60180,449070492,428012637,private_car
driver_0316_trip_002,driver_0316,freelancer,60180,451041313,444014978,private_car
driver_0524_trip_002,driver_0524,freelancer,60240,453717289#0,832418849#1,private_car
driver_0576_trip_002,driver_0576,freelancer,60240,448790075,427564714#0,private_car
driver_0632_trip_002,driver_0632,student,60240,102596674,585606280#1,private_car
driver_0240_trip_002,driver_0240,student,60300,440897017,538306202#3,private_car
driver_0675_trip_002,driver_0675,student,60300,624728715,428012644#3,private_car
driver_0915_trip_002,driver_0915,student,60300,440781330#4,538306202#2,private_car
driver_0645_trip_002,driver_0645,freelancer,60360,334124305#2,734144754#0,private_car
driver_0917_trip_002,driver_0917,student,60360,624728717#2,538306203#0,private_car
driver_0676_trip_002,driver_0676,student,60420,449070492,444418076#1,private_car
driver_0228_trip_002,driver_0228,freelancer,60480,541821713#1,448317070#1,private_car
driver_0554_trip_002,driver_0554,freelancer,60480,427774899#0,538306201#2,private_car
driver_0906_trip_002,driver_0906,student,60480,444422638#0,832418849#2,private_car
driver_0138_trip_002,driver_0138,freelancer,60540,693764958,697672669#1,private_car
driver_0212_trip_002,driver_0212,freelancer,60600,706690146#0,441215231#1,private_car
driver_0541_trip_002,driver_0541,freelancer,60720,-544809834#0,742778600#4,private_car
driver_0310_trip_002,driver_0310,freelancer,60780,706690146#0,-1416525356#1,private_car
driver_0440_trip_002,driver_0440,freelancer,60780,481045532#2,1030848735#0,private_car
driver_0613_trip_002,driver_0613,student,60780,440784342#1,-1416525355,private_car
driver_0803_trip_002,driver_0803,student,60780,102596669,-834929374#0,private_car
driver_0781_trip_002,driver_0781,freelancer,60840,1447702117#0,450175546#1,private_car
driver_0884_trip_002,driver_0884,freelancer,60840,-1050732573#4,904676304,private_car
driver_0723_trip_002,driver_0723,freelancer,60900,29141762#2,224934251#1,private_car
driver_0973_trip_002,driver_0973,freelancer,60960,-188248177#0,734144753#1,private_car
driver_0331_trip_002,driver_0331,freelancer,61020,206608466#0,443987645#2,private_car
driver_0445_trip_002,driver_0445,freelancer,61020,737631347#1,427774900#2,private_car
driver_0703_trip_002,driver_0703,freelancer,61020,444418076#10,29140969#6,private_car
driver_0237_trip_002,driver_0237,freelancer,61080,199898412#2,454632165#2,private_car
driver_0765_trip_002,driver_0765,student,61080,466643174#0,-428012644#1,private_car
driver_0323_trip_002,driver_0323,freelancer,61140,428012637,-427564714#1,private_car
driver_0223_trip_002,driver_0223,student,61200,-27336730#9,444014977#2,private_car
driver_0226_trip_002,driver_0226,student,61200,27336730#0,450175300,private_car
driver_0608_trip_002,driver_0608,freelancer,61200,544809832#3,-834929374#1,private_car
driver_0762_trip_002,driver_0762,student,61200,923953844#1,443987640#3,private_car
driver_0422_trip_002,driver_0422,student,61260,-1329544155#1,-832418849#3,private_car
driver_0875_trip_002,driver_0875,freelancer,61320,446148169#0-AddedOffRampEdge,-428012644#3,private_car
driver_0918_trip_002,driver_0918,student,61320,526242009#0,1030848735#0,private_car
driver_0073_trip_002,driver_0073,freelancer,61380,1024423911#1,449547602,private_car
driver_0124_trip_002,driver_0124,student,61380,1024168460#1,453294516#4,private_car
driver_0923_trip_002,driver_0923,student,61380,240587996#1,544809833,private_car
driver_0242_trip_002,driver_0242,student,61440,526242009#1,443987645#2,private_car
driver_0296_trip_002,driver_0296,student,61500,923953846#0,897550987,private_car
driver_0817_trip_002,driver_0817,freelancer,61560,29165238#5,-520107251#0,private_car
driver_0065_trip_002,driver_0065,freelancer,61620,427564705,427564710#2,private_car
driver_0582_trip_002,driver_0582,freelancer,61620,1172199237#2,706664356,private_car
driver_0735_trip_002,driver_0735,student,61620,233932483,1396476982,private_car
driver_0142_trip_002,driver_0142,student,61680,27336730#3,427774900#3,private_car
driver_0267_trip_002,driver_0267,student,61680,1285486393#1,1092152287#1,private_car
driver_0891_trip_002,driver_0891,student,61680,460917760#0,1469057476#0,private_car
driver_0116_trip_002,driver_0116,freelancer,61740,481045541#0,445209017#1,private_car
driver_0456_trip_002,driver_0456,student,61740,928808171#1,-605357670#1,private_car
driver_0724_trip_002,driver_0724,student,61740,458696110#1,1157862092#1,private_car
driver_0318_trip_002,driver_0318,student,61800,519662330,448280093-AddedOnRampEdge,private_car
driver_0430_trip_002,driver_0430,freelancer,61800,448790074#0,445209017#1,private_car
driver_0569_trip_002,driver_0569,student,61800,526242009#0,481045543#7,private_car
driver_0969_trip_002,driver_0969,student,61800,440897003,462138644#5,private_car
driver_0642_trip_002,driver_0642,student,61860,-27336730#1,542860215#1,private_car
driver_0144_trip_002,driver_0144,freelancer,61920,550008867#11,297891659#1,private_car
driver_0559_trip_002,driver_0559,freelancer,61980,737631347#2,-427564710#1,private_car
driver_0669_trip_002,driver_0669,student,62040,644683744#1,232967180#1,private_car
driver_0233_trip_002,driver_0233,student,62100,-184739533#2,443987640#0,private_car
driver_0304_trip_002,driver_0304,student,62100,444419548,188248177#0,private_car
driver_0409_trip_002,driver_0409,student,62100,899428857#1,427564713,private_car
driver_0963_trip_002,driver_0963,freelancer,62100,481045538#4,832418849#3,private_car
driver_0016_trip_002,driver_0016,student,62160,-520107249#0,-605357670#0,private_car
driver_0736_trip_002,driver_0736,student,62160,-27336730#9,-1416525356#0,private_car
driver_0962_trip_002,driver_0962,student,62160,27336730#4,734144754#0,private_car
driver_0292_trip_002,driver_0292,freelancer,62220,184740438#1,538306202#1,private_car
driver_0757_trip_002,driver_0757,student,62220,1443721068,194686980,private_car
driver_0830_trip_002,driver_0830,freelancer,62220,-427564714#1,520107251#0,private_car
driver_0036_trip_002,driver_0036,student,62280,80912586#8,-232602663#0,private_car
driver_0119_trip_002,driver_0119,student,62280,440781331#3,233932484#2,private_car
driver_0174_trip_002,driver_0174,freelancer,62280,-29142233#1,697672671,private_car
driver_0815_trip_002,driver_0815,student,62280,444419548,1092152287#0,private_car
driver_0821_trip_002,driver_0821,freelancer,62280,233809682,-188248177#0,private_car
driver_0265_trip_002,driver_0265,freelancer,62340,453717287#0-AddedOnRampEdge,451515434#4,private_car
driver_0871_trip_002,driver_0871,student,62340,240587995-AddedOffRampEdge,1416525358#1,private_car
driver_0894_trip_002,driver_0894,freelancer,62400,29142233#0,199896075#2,private_car
driver_0922_trip_002,driver_0922,freelancer,62400,995559505#0,188248177#1,private_car
driver_0033_trip_002,driver_0033,student,62460,-194715015#1,706685591#1,private_car
driver_0485_trip_002,driver_0485,freelancer,62460,440897028#2,233932478,private_car
driver_0900_trip_002,driver_0900,student,62460,550008871#6,188248177#0,private_car
driver_0700_trip_002,driver_0700,student,62520,444243639#3,-742778602#1,private_car
driver_0419_trip_002,driver_0419,freelancer,62580,481045545#1,-706690145#0,private_car
driver_0899_trip_002,driver_0899,student,62640,-27336730#7,444418081#0,private_car
driver_0914_trip_002,driver_0914,freelancer,62640,450614677#3,-603954445#1,private_car
driver_0140_trip_002,driver_0140,commuter,62700,449880708#9,184739533#6,commuter
driver_0317_trip_002,driver_0317,commuter,62700,255645805#0,585606281#1,commuter
driver_0490_trip_002,driver_0490,student,62700,520107249#0,453033846#5,private_car
driver_0671_trip_002,driver_0671,commuter,62700,-1329544155#0,706685590#2,commuter
driver_0737_trip_002,driver_0737,commuter,62700,442084733#0,605357670#4,commuter
driver_0067_trip_002,driver_0067,commuter,62760,248284668#1,697670358#1,commuter
driver_0170_trip_002,driver_0170,commuter,62760,541821721#0,27336730#6,commuter
driver_0708_trip_002,driver_0708,student,62760,248282332,455100763#1,private_car
driver_0085_trip_002,driver_0085,commuter,62820,444151459#0,194686987#0,commuter
driver_0133_trip_002,driver_0133,freelancer,62820,440771222,444418083,private_car
driver_0341_trip_002,driver_0341,freelancer,62820,993462493#0,1443971168#1,private_car
driver_0647_trip_002,driver_0647,freelancer,62820,550008867#8,428012644#1,private_car
driver_0933_trip_002,driver_0933,commuter,62820,527878498#0,481045543#6,commuter
driver_0477_trip_002,driver_0477,student,62880,449547602,233932484#0-AddedOffRampEdge,private_car
driver_0536_trip_002,driver_0536,freelancer,62880,462131778#0,904676304,private_car
driver_0567_trip_002,driver_0567,commuter,62880,624728720#1,232967180#1,commuter
driver_0734_trip_002,driver_0734,commuter,62880,746573031,443984223,commuter
driver_0954_trip_002,driver_0954,freelancer,62880,734144752#1,585911372#0,private_car
driver_0997_trip_002,driver_0997,commuter,62880,440769422,445209017#1,commuter
driver_0109_trip_002,driver_0109,commuter,62940,449880708#3-AddedOnRampEdge,194686987#5,commuter
driver_0239_trip_002,driver_0239,student,62940,449880708#5,427774900#2,private_car
driver_0560_trip_002,driver_0560,commuter,62940,460917763#0,-453033846#0,commuter
driver_0583_trip_002,driver_0583,freelancer,62940,453717285,466643174#0,private_car
driver_0652_trip_002,driver_0652,commuter,62940,440769435#1,-427774912,commuter
driver_0833_trip_002,driver_0833,student,62940,475299606#0,443987647#0,private_car
driver_0159_trip_002,driver_0159,commuter,63000,540758828#5,734144753#1,commuter
driver_0206_trip_002,driver_0206,commuter,63000,746573030#2,233932478-AddedOffRampEdge,commuter
driver_0236_trip_002,driver_0236,commuter,63000,540756795#5,443987645#0,commuter
driver_0533_trip_002,driver_0533,student,63000,102596669,443987647#0,private_car
driver_0818_trip_002,driver_0818,commuter,63000,444151455#2,-184739533#7,commuter
driver_0132_trip_002,driver_0132,commuter,63060,206608466#5,444014976,commuter
driver_0443_trip_002,driver_0443,student,63060,644683744#0,706685590#1,private_car
driver_0751_trip_002,driver_0751,commuter,63060,846646018#1,-1373650660#0,commuter
driver_0149_trip_002,driver_0149,commuter,63120,541821722#1,542860215#0,commuter
driver_0426_trip_002,driver_0426,commuter,63120,860062300,428012637,commuter
driver_0432_trip_002,driver_0432,commuter,63120,-1285486393#2,-184739533#2,commuter
driver_0503_trip_002,driver_0503,commuter,63120,-80912586#10,194686987#4,commuter
driver_0588_trip_002,driver_0588,student,63120,27336730#7,297891659#0,private_car
driver_0749_trip_002,driver_0749,commuter,63120,481045558#0,29140969#1,commuter
driver_0838_trip_002,driver_0838,commuter,63120,481045532#3,-428012644#1,commuter
driver_0313_trip_002,driver_0313,commuter,63180,442232081,29165238#4,commuter
driver_0719_trip_002,driver_0719,commuter,63180,-993462498#1,585606281#0,commuter
driver_0827_trip_002,driver_0827,commuter,63180,-80912586#0,-29140969#6,commuter
driver_0839_trip_002,driver_0839,commuter,63180,771906756#2,27336730#8,commuter
driver_0048_trip_002,driver_0048,commuter,63240,456384920#0,-453033846#0,commuter
driver_0091_trip_002,driver_0091,commuter,63240,442232081,-585606280#1,commuter
driver_0154_trip_002,driver_0154,commuter,63240,440771238,-706690145#0,commuter
driver_0155_trip_002,driver_0155,commuter,63240,440771230#3,-427774900#3,commuter
driver_0176_trip_002,driver_0176,commuter,63240,458696120#3,585606274,commuter
driver_0460_trip_002,driver_0460,commuter,63240,451041314#0,427564711#1,commuter
driver_0467_trip_002,driver_0467,commuter,63240,-519662802#7,27336730#6,commuter
driver_0489_trip_002,driver_0489,student,63240,445209017#1,448790075,private_car
driver_0561_trip_002,driver_0561,commuter,63240,387281354,444014977#0,commuter
driver_0714_trip_002,driver_0714,commuter,63240,428129145,603954445#0,commuter
driver_0740_trip_002,driver_0740,commuter,63240,860062296#2,427564710#2,commuter
driver_0812_trip_002,driver_0812,commuter,63240,-102831329#1,-194686987#5,commuter
driver_0930_trip_002,driver_0930,commuter,63240,440771230#1,897550986,commuter
driver_0089_trip_002,driver_0089,commuter,63300,1288222581#0,443987640#2,commuter
driver_0153_trip_002,driver_0153,commuter,63300,771906756#2,297891659#0,commuter
driver_0360_trip_002,driver_0360,commuter,63300,1445405479#3,-706690145#0,commuter
driver_0584_trip_002,driver_0584,commuter,63300,440771235,-232602658#0,commuter
driver_0816_trip_002,driver_0816,commuter,63300,458696110#3,444346472#0,commuter
driver_0967_trip_002,driver_0967,commuter,63300,194344114#2,297891659#2,commuter
driver_0979_trip_002,driver_0979,commuter,63300,624728720#0,544809832#2,commuter
driver_0160_trip_002,driver_0160,commuter,63360,526242009#2,-1373650660#0,commuter
driver_0715_trip_002,driver_0715,commuter,63360,-102831329#0,697670537,commuter
driver_0059_trip_002,driver_0059,commuter,63420,440771238,427564711#0,commuter
driver_0192_trip_002,driver_0192,commuter,63420,449880708#5,-427774912,commuter
driver_0278_trip_002,driver_0278,student,63420,-102831318#0,742778602#1,private_car
driver_0401_trip_002,driver_0401,commuter,63420,759548583#0,1037695960#1,commuter
driver_0577_trip_002,driver_0577,student,63420,102831318#5,-605357670#1,private_car
driver_0853_trip_002,driver_0853,commuter,63420,541821717#0,356939302#0,commuter
driver_0362_trip_002,driver_0362,commuter,63480,624728713#1,-603954445#0,commuter
driver_0548_trip_002,driver_0548,commuter,63480,624728710#1,542860215#2,commuter
driver_0687_trip_002,driver_0687,student,63480,449880708#3,454632165#2,private_car
driver_0060_trip_002,driver_0060,commuter,63540,194345865#1,233932478-AddedOffRampEdge,commuter
driver_0185_trip_002,driver_0185,commuter,63540,440769417,428012640,commuter
driver_0356_trip_002,driver_0356,commuter,63540,1069604915,448280093-AddedOnRampEdge,commuter
driver_0428_trip_002,driver_0428,commuter,63540,519662802#3,427774900#0,commuter
driver_0520_trip_002,driver_0520,student,63540,357044796#0,466643172,private_car
driver_0686_trip_002,driver_0686,commuter,63540,547065956#1,-427774912,commuter
driver_0801_trip_002,driver_0801,commuter,63540,440781330#0,27336785#0,commuter
driver_0828_trip_002,driver_0828,commuter,63540,233809685,481045543#4,commuter
driver_0854_trip_002,driver_0854,student,63540,440897017,-453033846#3,private_car
driver_0889_trip_002,driver_0889,commuter,63540,440765420#5,-29140969#2,commuter
driver_0071_trip_002,driver_0071,commuter,63600,45838048#8,27336785#0,commuter
driver_0504_trip_002,driver_0504,student,63600,102831305#0,-1030848735#0,private_car
driver_0517_trip_002,driver_0517,commuter,63600,80912589#1,538306202#2,commuter
driver_0640_trip_002,driver_0640,commuter,63600,440769440#0,987053806,commuter
driver_0758_trip_002,driver_0758,commuter,63600,771906757#1,904676303,commuter
driver_0782_trip_002,driver_0782,commuter,63600,440897034,-428012631,commuter
driver_0414_trip_002,driver_0414,commuter,63660,440769419,697670540,commuter
driver_0512_trip_002,driver_0512,commuter,63660,243320230#4,1005131462,commuter
driver_0518_trip_002,driver_0518,commuter,63660,1443721068,428012644#1,commuter
driver_0660_trip_002,driver_0660,commuter,63660,444351852#2,697672671,commuter
driver_0167_trip_002,driver_0167,commuter,63720,1144276305#0,-455100763#0,commuter
driver_0680_trip_002,driver_0680,commuter,63720,-541821720#0,453294516#4,commuter
driver_0718_trip_002,driver_0718,commuter,63720,442232083#1,449706509,commuter
driver_0848_trip_002,driver_0848,commuter,63720,444151447#0,427564712#0,commuter
driver_0865_trip_002,driver_0865,commuter,63720,644683741,453033846#4,commuter
driver_0876_trip_002,driver_0876,student,63720,458699294#0,706690146#1,private_car
driver_0114_trip_002,driver_0114,commuter,63780,1156195448,-706690145#2,commuter
driver_0306_trip_002,driver_0306,commuter,63780,80912585#1,443987642#0,commuter
driver_0614_trip_002,driver_0614,commuter,63780,860062299#0,-297891659#2,commuter
driver_0859_trip_002,driver_0859,commuter,63780,248284670#2,449706509,commuter
driver_0948_trip_002,driver_0948,commuter,63780,-541821717#0,-194686987#1,commuter
driver_0003_trip_002,driver_0003,commuter,63840,-1024423910#0,450175546#2,commuter
driver_0052_trip_002,driver_0052,commuter,63840,80912589#1,-194686987#2,commuter
driver_0053_trip_002,driver_0053,commuter,63840,1445405479#2,-453033846#0,commuter
driver_0578_trip_002,driver_0578,commuter,63840,334124304#1,904676303,commuter
driver_0621_trip_002,driver_0621,commuter,63840,-80912586#9,29165238#4,commuter
driver_0738_trip_002,driver_0738,commuter,63840,475299606#4,734144754#0,commuter
driver_0983_trip_002,driver_0983,commuter,63840,624728720#3,-427774912,commuter
driver_0080_trip_002,driver_0080,commuter,63900,519662330,511478558#0,commuter
driver_0272_trip_002,driver_0272,commuter,63900,576645478#0,199897219,commuter
driver_0348_trip_002,driver_0348,commuter,63900,440897026#1,441215233#1,commuter
driver_0392_trip_002,driver_0392,student,63900,440897007#1,-734144754#0,private_car
driver_0437_trip_002,driver_0437,commuter,63900,-519662802#4,450614677#1,commuter
driver_0811_trip_002,driver_0811,commuter,63900,460917763#1,-29140969#6,commuter
driver_0017_trip_002,driver_0017,commuter,63960,481045531#1,466643172,commuter
driver_0178_trip_002,driver_0178,commuter,63960,-1288222582#0,1469057476#0,commuter
driver_0186_trip_002,driver_0186,commuter,63960,519199606#2,742778602#0,commuter
driver_0453_trip_002,driver_0453,commuter,63960,1445405492#1,448786343,commuter
driver_0492_trip_002,driver_0492,commuter,63960,-496009994#3,-706690146#0,commuter
driver_0745_trip_002,driver_0745,commuter,63960,746573030#2,450614677#1,commuter
driver_0750_trip_002,driver_0750,commuter,63960,860062296#1,194686987#4,commuter
driver_0035_trip_002,driver_0035,commuter,64020,-481045554#1,1030848735#1,commuter
driver_0049_trip_002,driver_0049,student,64020,-519662802#9,603954445#0,private_car
driver_0135_trip_002,driver_0135,commuter,64020,1443721068,445209017#0,commuter
driver_0162_trip_002,driver_0162,student,64020,-27336785#0,453294516#1,private_car
driver_0446_trip_002,driver_0446,student,64020,466643171#1,184739533#8,private_car
driver_0867_trip_002,driver_0867,commuter,64020,442232083#0,-29140969#5,commuter
driver_0769_trip_002,driver_0769,commuter,64080,576645490#0-AddedOnRampEdge,428012637,commuter
driver_0056_trip_002,driver_0056,student,64140,440897003-AddedOffRampEdge,-184739533#6,private_car
driver_0147_trip_002,driver_0147,student,64140,102596672#1,-605357670#1,private_car
driver_0158_trip_002,driver_0158,student,64140,240587996#0,742778602#0,private_car
driver_0388_trip_002,driver_0388,commuter,64140,440881635,427774899#0,commuter
driver_0423_trip_002,driver_0423,commuter,64140,444243640#1,29140969#7,commuter
driver_0805_trip_002,driver_0805,commuter,64140,-846646018#1,428012637,commuter
driver_0104_trip_002,driver_0104,student,64200,233932483,-453033846#0,private_car
driver_0117_trip_002,driver_0117,commuter,64200,-45838048#4,356939302#0,commuter
driver_0125_trip_002,driver_0125,commuter,64200,440771230#1,453040322,commuter
driver_0145_trip_002,driver_0145,commuter,64200,644683746#1,443987646,commuter
driver_0648_trip_002,driver_0648,student,64200,440781325,199896075#4,private_car
driver_0789_trip_002,driver_0789,student,64200,-440781330#4,-29140969#5,private_car
driver_0063_trip_002,driver_0063,student,64260,102831318#5,1030848735#0,private_car
driver_0277_trip_002,driver_0277,commuter,64260,334124305#2,-199898701#0,commuter
driver_0416_trip_002,driver_0416,commuter,64260,444243640#1,449706509,commuter
driver_0421_trip_002,driver_0421,commuter,64260,80912582#1,-428012631,commuter
driver_0748_trip_002,driver_0748,student,64260,519662330,834929374#1,private_car
driver_0858_trip_002,driver_0858,commuter,64260,1172199237#2,538306202#3,commuter
driver_0189_trip_002,driver_0189,commuter,64320,1050732573#1,-441215231#2,commuter
driver_0508_trip_002,driver_0508,commuter,64320,440897023,443987647#1,commuter
driver_0589_trip_002,driver_0589,commuter,64320,440769440#0,832418841#4,commuter
driver_0764_trip_002,driver_0764,commuter,64320,719556535,448786343,commuter
driver_0038_trip_002,driver_0038,student,64380,27336730#0,194686987#3,private_car
driver_0188_trip_002,driver_0188,commuter,64380,-519662802#1,-29140969#5,commuter
driver_0696_trip_002,driver_0696,student,64380,481045548#1,-453033846#2,private_car
driver_0043_trip_002,driver_0043,commuter,64440,460917763#0,448317071,commuter
driver_0050_trip_002,driver_0050,commuter,64440,-928808171#0,-603954445#0,commuter
driver_0113_trip_002,driver_0113,commuter,64440,-928808169#1,706690145#2,commuter
driver_0137_trip_002,driver_0137,commuter,64440,440769430,427564710#0,commuter
driver_0146_trip_002,driver_0146,commuter,64440,993462498#3,-834929374#0,commuter
driver_0282_trip_002,driver_0282,commuter,64440,444243641,466643174#1,commuter
driver_0601_trip_002,driver_0601,commuter,64440,-541821720#2,29140969#6,commuter
driver_0668_trip_002,driver_0668,commuter,64440,481045554#1,-427564710#2,commuter
driver_0743_trip_002,driver_0743,commuter,64440,-1172199237#3,454632165#2,commuter
driver_0402_trip_002,driver_0402,commuter,64500,860062296#2,444126142,commuter
driver_0636_trip_002,driver_0636,commuter,64500,993462498#4,448790075,commuter
driver_0728_trip_002,driver_0728,commuter,64500,444151447#2,-603954445#0,commuter
driver_0896_trip_002,driver_0896,commuter,64500,538458908,356939301#3,commuter
driver_0008_trip_002,driver_0008,commuter,64560,-520107249#0,834929374#1,commuter
driver_0045_trip_002,driver_0045,commuter,64560,-1024423911#0,-832418849#3,commuter
driver_0105_trip_002,driver_0105,commuter,64560,444243642,451515434#2,commuter
driver_0108_trip_002,driver_0108,commuter,64560,-624728719#3,450175546#2,commuter
driver_0307_trip_002,driver_0307,commuter,64560,-80912586#4,-605357670#3,commuter
